,company_name_final,company_type_final,company_headquarter_location_final,company_age_final,Number_of_Employees_final
945,  Myra Medicines  ,  Private  ,"  Bangalore,Karnataka + 1 more  ",  8 years old  ,  11-50 Employees (Global)  
946,  RedCarpetUp  ,"  Gurgaon,Haryana + 3 more  ",  9 years old  ,  51-200 Employees (India)  , nan 
947,  CHAKR INNOVATION...  ,  Public  ,"  Gurgaon,Haryana + 1 more  ",  7 years old  ,  51-200 Employees (India)  
948,  Advisorymandi.co...  ,"  Noida,Uttar Pradesh + 2 more  ",  7 years old  ,  1-10 Employees (India)  , nan 
949,  Escale Solutions  ,  Private  ,"  Noida,Uttar Pradesh  ",  5 years old  ,  51-200 Employees (India)  
950,  Mapmygenome- Gen...  ,  Private  ,"  Hyderabad,Telangana  ",  10 years old  ,  11-50 Employees (India)  
951,  Jolly Health Car...  ,  Jaipur + 2 more  ,  11-50 Employees (India)  , nan , nan 
952,  Attentive AI  ,"  Delhi,NCT + 1 more  ",  5 years old  ,  51-200 Employees (India)  , nan 
953,  Phixman  ,"  Indore,Madhya Pradesh + 1 more  ",  6 years old  , nan , nan 
954,  Erasmith Techolo...  ,  Private  ,  11-50 Employees (India)  , nan , nan 
955,  ANSIO  ,"  Chennai,Tamil Nadu  ",  8 years old  , nan , nan 
956,  Vendiman  ,  Private  ,"  Mumbai,Maharashtra + 1 more  ",  9 years old  ,  51-200 Employees (India)  
957,  Mahindra Accelo  ,  Pune + 3 more  ,  201-500 Employees (India)  , nan , nan 
958,  Oliveboard  ,  Private  ,"  Bangalore,Karnataka  ",  10 years old  ,  51-200 Employees (India)  
959,  Cutshort  ,  Private  ,"  Pune,Maharashtra  ",  7 years old  ,  11-50 Employees (India)  
960,  Zimyo  ,"  Gurgaon,Haryana  ",  4 years old  ,  51-200 Employees (India)  , nan 
961,  Mosaic Wellness  ,  Private  ,"  Mumbai,Maharashtra  ",  3 years old  ,  51-200 Employees (India)  
962,  Codeyoung  ,"  Bangalore,Karnataka  ",  2 years old  , nan , nan 
963,  JUSTO Realfintec...  ,"  Mumbai,Maharashtra + 3 more  ",  4 years old  , nan , nan 
964,  Udayy Clubs  ,"  Gurgaon,Haryana  ",  3 years old  , nan , nan 
965,  GetMega  ,"  Bangalore,Karnataka  ",  4 years old  ,  51-200 Employees (India)  , nan 
966,  Revolut  ,"  London,England  ",  7 years old  , nan , nan 
967,  Good Health Insu...  ,"  Bangalore,Karnataka + 1 more  ",  3 years old  , nan , nan 
968,  TagMango  ,  Private  ,"  Mumbai,Maharashtra  ",  3 years old  ,  11-50 Employees (India)  
969,  Disprz  ,"  West Orange,New Jersey + 2 more  ",  7 years old  ,  201-500 Employees (India)  , nan 
970,  Naturedge Bevera...  ,"  Mumbai,Maharashtra + 4 more  ",  4 years old  ,  51-200 Employees (India)  , nan 
971,  Conversion Perk  ,  Private  ,  Mohali  ,  4 years old  ,  11-50 Employees (India)  
972,  Akna Medical  ,"  Gurgaon,Haryana + 3 more  ",  4 years old  ,  11-50 Employees (India)  , nan 
973,  WebEx  ,  Private  ,"  San Jose,California + 2 more  ",  27 years old  ,  1k-5k Employees (Global)  
974,  ENRICH Career Co...  ,"  Mumbai,Maharashtra + 2 more  ",  9 years old  , nan , nan 
975,  Whats-On-- India  ,  Private  ,  Mumbai + 1 more  ,  201-500 Employees (India)  , nan 
976,  Modular InfoTech  ,  Pune + 1 more  ,  51-200 Employees (India)  , nan , nan 
977,  Next Polymers  ,  Dadra & Nagar Haveli/Silvassa + 1 more  , nan , nan , nan 
978,  Abhinav IT Solut...  ,  Private  ,  Pune  ,  9 years old  ,  11-50 Employees (India)  
979,  Qxpress India  ,"  Bangalore,Karnataka + 2 more  ",  8 years old  ,  11-50 Employees (India)  , nan 
980,  Mitosis Technolo...  ,  Private  ,"  Chennai,Tamil Nadu  ",  9 years old  ,  51-200 Employees (India)  
981,  Telematics4u Ser...  ,  Private  ,  Bengaluru  ,  51-200 Employees (India)  , nan 
982,  Pentation Analyt...  ,"  Mumbai,Maharashtra  ",  7 years old  ,  51-200 Employees (India)  , nan 
983,  TrapTheDeal  ,  Private  ,"  Noida,Uttar Pradesh  ",  51-200 Employees (India)  , nan 
984,  Med-heim India  ,  LLP  ,"  Bengaluru/Bangalore,Karnataka  ",  51-200 Employees (India)  , nan 
985,  LOCUS  ,"  Bangalore,Karnataka + 1 more  ",  8 years old  ,  51-200 Employees (India)  , nan 
986,  Amber Group Indi...  ,"  Hong Kong,Hong Kong + 3 more  ",  5 years old  ,  1 Lakh+ Employees (India)  , nan 
987,  Coldwell Banker  ,  Mumbai + 3 more  , nan , nan , nan 
988,  KernelSphere Tec...  ,"  Los Angeles,California  ",  6 years old  ,  51-200 Employees (Global)  , nan 
989,  Priority Vendor ...  ,"  Noida,Uttar Pradesh  ",  8 years old  ,  51-200 Employees (India)  , nan 
990,  KernelSphere Tec...  ,"  Los Angeles,California  ",  6 years old  ,  51-200 Employees (Global)  , nan 
991,  MIMO Technologie...  ,  Private  ,"  Noida,Uttar Pradesh + 1 more  ",  7 years old  ,  51-200 Employees (Global)  
992,  Befikr.in  ,"  Delhi,NCT + 1 more  ",  7 years old  ,  11-50 Employees (India)  , nan 
993,  LetsMD  ,"  Delhi,NCT + 1 more  ",  7 years old  ,  51-200 Employees (India)  , nan 
994,  Telematics4u Ser...  ,  Private  ,  Bengaluru  ,  51-200 Employees (India)  , nan 
995,  Modular InfoTech  ,  Pune + 1 more  ,  51-200 Employees (India)  , nan , nan 
996,  Mitosis Technolo...  ,  Private  ,"  Chennai,Tamil Nadu  ",  9 years old  ,  51-200 Employees (India)  
997,  Qxpress India  ,"  Bangalore,Karnataka + 2 more  ",  8 years old  ,  11-50 Employees (India)  , nan 
998,  Candere.com  ,"  Mumbai,Maharashtra + 1 more  ",  10 years old  , nan , nan 
999,  Autoninja  ,"  Bangalore,Karnataka + 3 more  ",  9 years old  ,  11-50 Employees (India)  , nan 
1000,  Coldwell Banker  ,  Mumbai + 3 more  , nan , nan , nan 
1001,  LOCUS  ,"  Bangalore,Karnataka + 1 more  ",  8 years old  ,  51-200 Employees (India)  , nan 
1002,  ixamBee  ,"  Delhi,NCT  ",  6 years old  , nan , nan 
1003,  Moneed Technical...  ,"  Delhi,NCT  ",  5 years old  ,  51-200 Employees (India)  , nan 
1004,  CREANDO ASSOCIAT...  ,"  Delhi,NCT + 2 more  ",  7 years old  ,  1-10 Employees (India)  , nan 
1005,  Korra  ,"  Delhi,NCT  ",  9 years old  , nan , nan 
1006,  Orbinet Technolo...  , nan , nan , nan , nan 
1007,  PivotRoots  ,  Private  ,"  Mumbai,Maharashtra  ",  6 years old  ,  51-200 Employees (India)  
1008,  Exampur  ,  Private  ,"  Ghaziabad,Uttar Pradesh + 5 more  ",  4 years old  ,  51-200 Employees (Global)  
1009,  Crio.Do  ,  Private  ,"  Bangalore,Karnataka  ",  4 years old  ,  11-50 Employees (Global)  
1010,  MyLoanCare  , nan , nan , nan , nan 
1011,  Slay Coffee  ,"  Bangalore,Karnataka + 2 more  ",  3 years old  , nan , nan 
1012,  Phalanx Labs  ,  51-200 Employees (India)  , nan , nan , nan 
1013,  Kratikal Tech.  ,"  Delhi,NCT  ",  10 years old  ,  51-200 Employees (India)  , nan 
1014,  Purple Style Lab...  ,"  Mumbai,Maharashtra  ",  7 years old  ,  51-200 Employees (India)  , nan 
1015,  iGuru Portal Ser...  ,  11-50 Employees (India)  , nan , nan , nan 
1016,  CASHe  ,"  Mumbai,Maharashtra  ",  6 years old  ,  1-10 Employees (India)  , nan 
1017,  Sattviko  ,"  Delhi,NCT  ",  8 years old  ,  51-200 Employees (Global)  , nan 
1018,  Skylo  ,"  San Mateo,California  ",  5 years old  ,  51-200 Employees (India)  , nan 
1019,  Exampur  ,  Private  ,"  Ghaziabad,Uttar Pradesh + 5 more  ",  4 years old  ,  51-200 Employees (Global)  
1020,  MyLoanCare  , nan , nan , nan , nan 
1021,  Crio.Do  ,  Private  ,"  Bangalore,Karnataka  ",  4 years old  ,  11-50 Employees (Global)  
1022,  Knorish  ,"  Gurgaon,Haryana  ",  9 years old  ,  11-50 Employees (India)  , nan 
1023,  Locofast  ,"  Delhi,NCT  ",  3 years old  ,  11-50 Employees (India)  , nan 
1024,  Skylo  ,"  San Mateo,California  ",  5 years old  ,  51-200 Employees (India)  , nan 
1025,  PivotRoots  ,  Private  ,"  Mumbai,Maharashtra  ",  6 years old  ,  51-200 Employees (India)  
1026,  Docplexus Online...  ,  Private  ,"  Pune,Maharashtra  ",  9 years old  ,  11-50 Employees (India)  
1027,  Pioneer Gas Powe...  ,  Hyderabad/Secunderabad + 1 more  ,  11-50 Employees (India)  , nan , nan 
1028,  FAST  ,  Private  ,"  San Francisco,California  ",  3 years old  ,  11-50 Employees (Global)  
1029,  GyanMatrix Techn...  ,  Private  ,"  Bangalore/Bengaluru,Karnataka  ",  7 years old  ,  51-200 Employees (India)  
1030,  National Human R...  ,  Private  ,  New Delhi + 1 more  ,  201-500 Employees (Global)  , nan 
1031,  Yatra Freight  ,"  Gurgaon,Haryana + 2 more  ",  2 years old  , nan , nan 
1032,  Coinbase  ,"  San Francisco,California  ",  10 years old  , nan , nan 
1033,  Animall  ,"  Bangalore,Karnataka + 6 more  ",  3 years old  ,  51-200 Employees (India)  , nan 
1034,  Plancess EduSolu...  ,  Private  ,"  Mumbai,Maharashtra  ",  10 years old  ,  11-50 Employees (Global)  
1035,  Progen Business ...  ,"  Hyderābād,telangana  ",  11-50 Employees (India)  , nan , nan 
1036,  healthyBillions  ,"  Kolkata,West Bengal  ",  8 years old  ,  11-50 Employees (Global)  , nan 
1037,  LoanAdda  ,"  Noida,Uttar Pradesh  ",  7 years old  , nan , nan 
1038,  Agrigenome Labs  ,"  Kochi,Kerala  ",  7 years old  , nan , nan 
1039,  EZmove  ,"  Pune,Maharashtra  ",  9 years old  ,  11-50 Employees (Global)  , nan 
1040,  EZmall.com  ,"  Noida,Uttar Pradesh  ",  5 years old  ,  51-200 Employees (India)  , nan 
1041,  Shotang  ,"  Bangalore,Karnataka + 2 more  ",  9 years old  , nan , nan 
1042,  Indus OS  ,  Private  ,"  Mumbai,Maharashtra + 2 more  ",  9 years old  ,  51-200 Employees (India)  
1043,  TinyOwl  ,  Private  ,"  Mumbai,Maharashtra  ",  8 years old  ,  501-1k Employees (Global)  
1044,  Wwstay  ,  Private  ,"  Bangalore,Karnataka  ",  10 years old  ,  51-200 Employees (India)  
1045,  Printvenue  ,"  Gurgaon,Haryana  ",  10 years old  ,  11-50 Employees (India)  , nan 
1046,  Aspire  ,"  Singapore,Singapore + 4 more  ",  7 years old  , nan , nan 
1047,  HPS Lab Designs  ,"  Mumbai,Maharashtra + 2 more  ",  6 years old  , nan , nan 
1048,  ConveGenius Edu  ,"  Noida,Uttar Pradesh  ",  9 years old  , nan , nan 
1049,  Aspire  ,"  Singapore,Singapore + 4 more  ",  7 years old  , nan , nan 
1050,  Printvenue  ,"  Gurgaon,Haryana  ",  10 years old  ,  11-50 Employees (India)  , nan 
1051,  FAST  ,  Private  ,"  San Francisco,California  ",  3 years old  ,  11-50 Employees (Global)  
1052,  National Human R...  ,  Private  ,  New Delhi + 1 more  ,  201-500 Employees (Global)  , nan 
1053,  EZmove  ,"  Pune,Maharashtra  ",  9 years old  ,  11-50 Employees (Global)  , nan 
1054,  Agrigenome Labs  ,"  Kochi,Kerala  ",  7 years old  , nan , nan 
1055,  Progen Business ...  ,"  Hyderābād,telangana  ",  11-50 Employees (India)  , nan , nan 
1056,  LoanAdda  ,"  Noida,Uttar Pradesh  ",  7 years old  , nan , nan 
1057,  AstroTalk  ,  Private  ,"  Noida,Uttar Pradesh  ",  5 years old  ,  51-200 Employees (Global)  
1058,  Gifts On Air  ,  Private  ,"  Jaipur,Rajasthan + 4 more  ",  5 years old  ,  51-200 Employees (Global)  
1059,  Kreate  ,"  Bangalore,Karnataka + 1 more  ",  2 years old  , nan , nan 
1060,  Mall91  ,  Private  ,"  Noida,Uttar Pradesh  ",  5 years old  ,  51-200 Employees (India)  
1061,  Codevidhya  ,"  Sikar,Rajasthan + 1 more  ",  6 years old  , nan , nan 
1062,  REALCODERZ  ,  Private  ,"  Reston,VA 20190  ",  2 years old  ,  51-200 Employees (India)  
1063,  Procol  ,  Private  ,"  Gurgaon,Haryana  ",  4 years old  ,  11-50 Employees (India)  
1064,  Grexter  ,"  Bangalore,Karnataka  ",  7 years old  ,  51-200 Employees (India)  , nan 
1065,  ClassMonitor  ,  Private  ,"  Lucknow,Uttar Pradesh  ",  6 years old  ,  11-50 Employees (Global)  
1066,  Nexzu Mobility  ,"  Mumbai,Maharashtra + 2 more  ",  7 years old  , nan , nan 
1067,  LifeCykul  , nan , nan , nan , nan 
1068,  GrabOn  ,  LLP  ,"  Hyderabad,Telangana  ",  9 years old  ,  51-200 Employees (India)  
1069,  Scoop Technologi...  ,"  San Francisco,California + 1 more  ",  7 years old  ,  51-200 Employees (India)  , nan 
1070,  healthyBillions  ,"  Kolkata,West Bengal  ",  8 years old  ,  11-50 Employees (Global)  , nan 
1071,  Frshly  ,"  Chennai,Tamil Nadu + 2 more  ",  9 years old  ,  11-50 Employees (Global)  , nan 
1072,  InQube Innoventu...  ,  Private  ,"  Kolkata,West Bengal  ",  4 years old  ,  11-50 Employees (India)  
1073,  CFS  ,"  Cambridge,Massachusetts + 1 more  ",  4 years old  ,  11-50 Employees (India)  , nan 
1074,  Pidge  ,"  Gurgaon,Haryana  ",  3 years old  ,  201-500 Employees (India)  , nan 
1075,  Toppersnotes  ,"  Jaipur,Rajasthan  ",  7 years old  ,  51-200 Employees (India)  , nan 
1076,  Animall  ,"  Bangalore,Karnataka + 6 more  ",  3 years old  ,  51-200 Employees (India)  , nan 
1077,  Yatra Freight  ,"  Gurgaon,Haryana + 2 more  ",  2 years old  , nan , nan 
1078,  OZiva  ,  Private  ,"  Mumbai,Maharashtra  ",  6 years old  ,  51-200 Employees (India)  
1079,  Gramin Healthcar...  ,  Private  ,"  Gurgaon,Haryana + 1 more  ",  6 years old  ,  11-50 Employees (Global)  
1080,  ClassMonitor  ,  Private  ,"  Lucknow,Uttar Pradesh  ",  6 years old  ,  11-50 Employees (Global)  
1081,  LifeCykul  , nan , nan , nan , nan 
1082,  Grexter  ,"  Bangalore,Karnataka  ",  7 years old  ,  51-200 Employees (India)  , nan 
1083,  OZiva  ,  Private  ,"  Mumbai,Maharashtra  ",  6 years old  ,  51-200 Employees (India)  
1084,  AchieveX Solutio...  ,  Private  ,"  Kolkata,West Bengal  ",  5 years old  ,  51-200 Employees (India)  
1085,  Kreate  ,"  Bangalore,Karnataka + 1 more  ",  2 years old  , nan , nan 
1086,  Infopine  ,  Private  ,"  Mysore,Karnataka  ",  9 years old  ,  11-50 Employees (India)  
1087,  Show Room Allaha...  ,"  Noida,Uttar Pradesh + 7 more  ",  2 years old  , nan , nan 
1088,  Inlogistics  ,  Private  ,  Gurgaon + 2 more  ,  51-200 Employees (Global)  , nan 
1089,  Pratilipi  ,  Private  ,"  Bangalore,Karnataka + 1 more  ",  8 years old  ,  51-200 Employees (India)  
1090,  TGL  ,  Private  ,"  Mumbai,Maharashtra  ",  6 years old  ,  51-200 Employees (Global)  
1091,  Health Impetus  ,  Private  ,  Mumbai + 1 more  ,  51-200 Employees (Global)  , nan 
1092,  Playment  ,  Private  ,"  Bangalore,Karnataka  ",  7 years old  ,  11-50 Employees (India)  
1093,  Techsharks Inter...  ,  Private  ,"  New Delhi,Delhi  ",  1-10 Employees (India)  , nan 
1094,  T&N Business Ser...  ,  Private  ,  3 years old  ,  1k-5k Employees (India)  , nan 
1095,  Rupifi  ,"  Delhi,NCT  ",  3 years old  ,  11-50 Employees (India)  , nan 
1096,  WeRize  ,"  Bangalore,Karnataka + 1 more  ",  3 years old  ,  51-200 Employees (India)  , nan 
1097,  Riverbank Develo...  ,  51-200 Employees (India)  , nan , nan , nan 
1098,  Accrete Globus T...  ,  Private  ,"  Setagaya,Tokyo-to + 2 more  ",  9 years old  ,  51-200 Employees (Global)  
1099,  MCaffeine  ,"  Mumbai,Maharashtra + 4 more  ",  6 years old  ,  51-200 Employees (India)  , nan 
1100,  Mygubbi  ,"  Bangalore,Karnataka  ",  7 years old  ,  51-200 Employees (India)  , nan 
1101,  Solon India  ,  Private  ,"  Berlin,Berlin  ",  10 years old  ,  201-500 Employees (Global)  
1102,  Housingman  ,  Private  ,"  Bangalore,Karnataka + 2 more  ",  6 years old  ,  51-200 Employees (India)  
1103,  Be U Salons  ,"  Delhi,NCT  ",  6 years old  ,  51-200 Employees (India)  , nan 
1104,  Univlabs  ,  11-50 Employees (India)  , nan , nan , nan 
1105,  RezNext Global S...  ,  Private  ,"  Bangalore,Karnataka  ",  10 years old  ,  51-200 Employees (India)  
1106,  CapriCoast Home ...  ,"  Bangalore,Karnataka + 1 more  ",  8 years old  , nan , nan 
1107,  Sunday Mobility ...  ,"  Mumbai,Maharashtra  ",  10 years old  ,  51-200 Employees (Global)  , nan 
1108,  Stage3  ,"  Delhi,NCT  ",  7 years old  , nan , nan 
1109,  RALETTA TECHNOLO...  ,"  Indore,madhya Pradesh  ",  7 years old  , nan , nan 
1110,  Stayabode Ventur...  ,  Private  ,"  Bangalore,Karnataka  ",  6 years old  ,  51-200 Employees (India)  
1111,  Luxury Ride  ,"  Delhi,NCT + 1 more  ",  10 years old  ,  51-200 Employees (India)  , nan 
1112,  Wooplr Technolog...  ,  Private  ,"  Bangalore,Karnataka + 1 more  ",  9 years old  ,  11-50 Employees (India)  
1113,  Woovly India  ,  Private  ,"  Bangalore,Karnataka + 1 more  ",  3 years old  ,  11-50 Employees (India)  
1114,  ZappFresh.com  ,"  Gurgaon,Haryana  ",  7 years old  ,  11-50 Employees (India)  , nan 
1115,  Eywa  ,  Chennai + 1 more  ,  51-200 Employees (India)  , nan , nan 
1116,  ARM Worldwide  ,"  Gurgaon,Haryana  ",  9 years old  , nan , nan 
1117,  Lifeasy  ,"  Delhi,NCT  ",  6 years old  ,  11-50 Employees (Global)  , nan 
1118,  Finlabs India  ,"  Mumbai,Maharashtra  ",  6 years old  ,  51-200 Employees (India)  , nan 
1119,  Precise 3D Metro...  ,  51-200 Employees (India)  , nan , nan , nan 
1120,  XploraBox  ,  Private  ,"  Noida,Uttar Pradesh  ",  7 years old  ,  51-200 Employees (India)  
1121,  Prithu Homes  ,"  Delhi,NCT  ",  7 years old  ,  1-10 Employees (India)  , nan 
1122,  Pret Fab  ,  Sole Proprietorship  ,  8 years old  ,  51-200 Employees (India)  , nan 
1123,  SDAD Technology  , nan , nan , nan , nan 
1124,  Capital Quotient  ,  Private  ,"  Bangalore,Karnataka  ",  6 years old  ,  11-50 Employees (Global)  
1125,  LIVNSENSE TECHNO...  ,"  Bangalore,Karnataka  ",  4 years old  , nan , nan 
1126,  Objectify Techno...  ,"  Kanpur,Uttar Pradesh  ",  9 years old  ,  51-200 Employees (Global)  , nan 
1127,  BestDoc Technolo...  ,  Private  ,"  Kochi,Kerala + 3 more  ",  6 years old  ,  51-200 Employees (India)  
1128,  Fleek IT Solutio...  ,"  Bangalore,Karnataka  ",  1 years old  ,  11-50 Employees (India)  , nan 
1129,  Sukkhi Fashion J...  ,"  Mumbai,Maharashtra  ",  6 years old  ,  51-200 Employees (Global)  , nan 
1130,  Glance  ,  Private  ,  Bangalore  ,  5 years old  ,  201-500 Employees (India)  
1131,  NumeroEins Softw...  ,  Private  ,"  Pune,Maharashtra  ",  5 years old  ,  11-50 Employees (India)  
1132,  OneCard  ,  Private  ,"  Pune,Maharashtra  ",  3 years old  ,  51-200 Employees (India)  
1133,  EyeMyEye  ,"  Gurgaon,Haryana  ",  1 years old  ,  51-200 Employees (India)  , nan 
1134,  Flixstock  ,  Private  ,"  Cumming,Georgia  ",  7 years old  ,  51-200 Employees (India)  
1135,  Recycledevice  , nan , nan , nan , nan 
1136,  Kenko Health  ,"  Minato,kanto  ",  3 years old  ,  51-200 Employees (India)  , nan 
1137,  Betterhalf.ai  ,"  Bangalore,Karnataka  ",  6 years old  ,  11-50 Employees (India)  , nan 
1138,  TIDE  ,  Private  ,"  London,England  ",  7 years old  ,  501-1k Employees (India)  
1139,  Koo App  ,"  Bangalore,Karnataka  ",  3 years old  ,  201-500 Employees (India)  , nan 
1140,  Eloelo  ,  Private  ,"  Bengaluru/Bangalore,Karnataka  ",  2 years old  ,  51-200 Employees (India)  
1141,  Receivables Exch...  ,"  Mumbai,Maharashtra + 1 more  ",  6 years old  , nan , nan 
1142,  Charcoal Eats  ,  Private  ,"  Mumbai,Maharashtra + 1 more  ",  7 years old  ,  51-200 Employees (India)  
1143,  Neuroglia Health  ,  51-200 Employees (India)  , nan , nan , nan 
1144,  Postman  ,  Private  ,"  San Francisco,California  ",  8 years old  ,  201-500 Employees (India)  
1145,  Hotelbids Hospit...  ,"  Gurgaon,Haryana  ",  7 years old  , nan , nan 
1146,  MetroMedi  ,  Private  ,"  Hyderabad,Telangana  ",  4 years old  ,  51-200 Employees (India)  
1147,  Lawyered  ,"  Gurgaon,Haryana  ",  7 years old  ,  11-50 Employees (India)  , nan 
1148,  Pariksha.Co  ,"  Pune,Maharashtra + 1 more  ",  7 years old  ,  51-200 Employees (India)  , nan 
1149,  AdPushUp  ,  Private  ,"  Wilmington,Delaware  ",  9 years old  ,  51-200 Employees (India)  
1150,  infoline LLC  ,"  Ahmedabad,Gujarat  ",  10 years old  , nan , nan 
1151,  Shippr Technolog...  ,  Private  ,"  Bangalore,Karnataka + 1 more  ",  8 years old  ,  11-50 Employees (Global)  
